TRANSCRIPT	Mycangia_BH1	Mycangia_BH2	Mycangia_BH3	Mycangia_BH4	Mycangia_BH5	Mycangia_EF1	Mycangia_EF2	Mycangia_EF3	Mycangia_EF4	Mycangia_EP1	Mycangia_EP2	Mycangia_EP3	Mycangia_EP4	Mycangia_LP2	Mycangia_LP3	Mycangia_LP4
BHE90_001811	0	0	0	39.943531719296416	0	0	0	0	0	0	0	0	0	0	0	89.34737358263675
BHE90_001812	0	0	0	39.943531719296416	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_001816	0	0	0	39.943531719296416	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_001820	117.07586883242058	212.2000122587623	358.3780957744585	159.77412687718567	70.00412775546795	0	0	0	0	0	0	0	0	0	0	0
BHE90_001821	731.7241802026286	488.0600281951534	657.0265089198405	259.63295617542667	385.0227026550738	1697.6000980700978	0	0	0	0	0	0	0	0	0	0
BHE90_001824	0	0	59.729682629076414	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_001825	146.34483604052573	371.3500214528341	746.6210328634552	738.9553368069837	507.52992622714265	0	0	0	0	644.22729121361	0	282.93334967834966	0	0	0	89.34737358263675
BHE90_001827	790.262114618839	318.3000183881435	418.1077784035349	359.49178547366773	105.00619163320194	0	0	0	0	0	0	0	0	0	0	0
BHE90_001828	292.68967208105147	541.1100312598439	1015.4046046942991	159.77412687718567	367.5216707162068	0	0	0	0	0	0	282.93334967834966	0	0	0	178.6947471652735
BHE90_001829	87.80690162431544	148.5400085811336	268.78357183084387	39.943531719296416	35.002063877733974	0	0	0	0	0	0	0	0	0	0	0
BHE90_001830	760.9931474107339	1411.1300815207696	1881.4850028159071	2196.894244561303	997.5588205154183	1697.6000980700978	563.6988798119086	563.6988798119086	0	0	377.2444662377996	282.93334967834966	0	0	0	536.0842414958205
BHE90_001831	58.53793441621029	95.49000551644305	179.18904788722924	139.80236101753746	105.00619163320194	848.8000490350489	0	0	0	0	0	0	0	0	0	0
BHE90_001832	117.07586883242058	84.88000490350493	119.45936525815283	39.943531719296416	0	848.8000490350489	0	563.6988798119086	0	0	282.9333496783497	0	0	0	0	0
BHE90_001833	585.3793441621029	604.7700349374727	776.4858741779934	459.3506147719088	455.0268304105417	848.8000490350489	0	281.8494399059543	0	0	0	0	0	0	0	357.389494330547
BHE90_001834	175.6138032486309	244.0300140975767	179.18904788722924	119.83059515788925	280.0165110218718	848.8000490350489	0	0	0	0	0	0	0	0	0	0
BHE90_001836	0	0	179.18904788722924	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_001837	0	53.05000306469058	59.729682629076414	0	105.00619163320194	0	0	0	0	0	0	0	0	0	0	0
BHE90_001839	0	21.22000122587623	59.729682629076414	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_001843	0	21.22000122587623	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_001849	0	0	0	0	0	2546.400147105147	0	0	0	0	0	0	0	0	0	0
BHE90_001854	0	0	0	0	35.002063877733974	0	0	0	0	0	0	0	0	0	0	0
BHE90_001855	0	74.2700042905668	0	19.971765859648208	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_001856	0	169.76000980700985	89.59452394361462	0	315.0185748996058	0	0	0	0	0	0	0	0	0	0	0
BHE90_001857	0	21.22000122587623	0	159.77412687718567	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_001858	0	0	0	0	0	848.8000490350489	0	0	0	0	0	0	0	0	0	0
BHE90_001860	0	0	119.45936525815283	0	35.002063877733974	0	0	0	0	0	0	0	0	0	0	0
BHE90_001862	0	0	119.45936525815283	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_001867	58.53793441621029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_001872	0	21.22000122587623	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_001875	58.53793441621029	148.5400085811336	89.59452394361462	59.915297578944624	35.002063877733974	0	0	0	0	0	0	0	0	0	0	0
BHE90_001876	439.0345081215772	477.4500275822152	328.51325445992023	219.6894244561303	315.0185748996058	848.8000490350489	0	0	0	644.22729121361	377.2444662377996	0	0	0	0	536.0842414958205
BHE90_001877	117.07586883242058	63.6600036776287	0	0	35.002063877733974	0	0	0	0	0	0	0	0	0	0	0
BHE90_001880	58.53793441621029	0	0	0	0	0	0	0	0	0	188.6222331188998	0	0	0	0	0
BHE90_001888	234.15173766484116	286.47001654932916	507.70230234714955	279.60472203507493	210.01238326640387	848.8000490350489	0	1691.096639435726	0	1288.45458242722	188.6222331188998	282.93334967834966	0	0	0	0
BHE90_001889	0	21.22000122587623	179.18904788722924	119.83059515788925	35.002063877733974	0	0	0	0	0	0	565.8666993566993	0	0	0	0
BHE90_001890	0	0	0	79.88706343859283	0	0	0	0	0	0	0	0	0	0	0	178.6947471652735
BHE90_008657	292.68967208105147	328.9100190010816	1284.188176525143	0	210.01238326640387	5092.800294210294	0	0	0	0	94.3111165594499	282.93334967834966	0	0	0	1250.8632301569144
BHE90_008658	819.5310818269442	275.86001593639105	627.1616676053023	199.7176585964821	297.5175429607388	0	1127.3977596238171	0	0	0	188.6222331188998	0	0	0	0	625.4316150784572
BHE90_008659	204.88277045673604	0	179.18904788722924	39.943531719296416	0	0	0	0	0	0	0	0	0	0	0	357.389494330547
BHE90_008661	760.9931474107339	509.2800294210296	1015.4046046942991	359.49178547366773	350.02063877733974	0	0	0	0	0	0	0	0	0	0	178.6947471652735
BHE90_008662	175.6138032486309	106.10000612938116	119.45936525815283	39.943531719296416	0	0	0	0	0	0	0	0	0	0	0	89.34737358263675
BHE90_008663	58.53793441621029	148.5400085811336	298.6484131453821	0	87.50515969433494	848.8000490350489	0	0	0	0	282.9333496783497	0	0	0	0	0
BHE90_008664	146.34483604052573	106.10000612938116	597.2968262907642	119.83059515788925	105.00619163320194	0	563.6988798119086	0	0	0	94.3111165594499	565.8666993566993	0	0	0	0
BHE90_008665	380.4965737053669	572.9400330986583	776.4858741779934	259.63295617542667	315.0185748996058	1697.6000980700978	0	563.6988798119086	0	0	188.6222331188998	0	0	0	0	89.34737358263675
BHE90_008666	526.8414097458926	116.71000674231928	358.3780957744585	79.88706343859283	70.00412775546795	0	0	0	0	0	0	0	0	0	0	178.6947471652735
BHE90_008667	58.53793441621029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_008668	1756.1380324863087	1241.3700717137597	746.6210328634552	579.181209929798	752.5443733712806	0	0	563.6988798119086	0	0	188.6222331188998	0	0	0	0	0
BHE90_008669	117.07586883242058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_008670	234.15173766484116	169.76000980700985	179.18904788722924	79.88706343859283	192.5113513275369	0	0	0	0	0	0	0	0	0	0	178.6947471652735
BHE90_008671	117.07586883242058	0	119.45936525815283	99.85882929824105	35.002063877733974	0	0	0	0	0	0	0	0	0	0	0
BHE90_008672	0	0	119.45936525815283	0	105.00619163320194	0	0	0	0	0	0	0	0	0	0	0
BHE90_008673	0	0	0	0	0	0	0	0	0	644.22729121361	0	0	0	0	0	0
BHE90_008677	702.4552129945235	1050.3900606808736	1373.7827004687574	639.0965075087427	630.0371497992116	1697.6000980700978	563.6988798119086	0	0	0	0	282.93334967834966	0	0	0	536.0842414958205
BHE90_008679	1492.7173276133626	1485.4000858113363	2657.9708769939007	559.2094440701499	1015.0598524542853	0	0	0	0	0	188.6222331188998	565.8666993566993	0	0	0	893.4737358263675
BHE90_008681	0	0	0	39.943531719296416	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_017651	58.53793441621029	0	29.864841314538207	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_008688	29.268967208105146	212.2000122587623	507.70230234714955	0	0	0	0	0	0	0	0	848.8000490350489	0	0	0	178.6947471652735
BHE90_008690	0	42.44000245175246	119.45936525815283	39.943531719296416	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_008691	0	21.22000122587623	59.729682629076414	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_008692	0	0	0	39.943531719296416	0	0	0	0	0	0	0	0	0	0	0	357.389494330547
BHE90_008694	58.53793441621029	21.22000122587623	119.45936525815283	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_008700	58.53793441621029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_008702	0	21.22000122587623	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_008703	0	21.22000122587623	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_008704	0	0	59.729682629076414	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_008707	0	21.22000122587623	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_008709	0	169.76000980700985	179.18904788722924	199.7176585964821	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_008710	0	63.6600036776287	59.729682629076414	0	105.00619163320194	0	0	0	0	0	0	0	0	0	0	0
BHE90_008711	0	233.42001348463856	119.45936525815283	199.7176585964821	35.002063877733974	1697.6000980700978	0	0	0	0	0	0	0	0	0	0
BHE90_008712	58.53793441621029	159.15000919407174	119.45936525815283	79.88706343859283	332.5196068384728	0	0	563.6988798119086	0	0	0	0	0	0	0	178.6947471652735
BHE90_008717	0	74.2700042905668	0	0	35.002063877733974	0	0	0	0	0	0	0	0	0	0	0
BHE90_017652	526.8414097458926	424.4000245175246	1045.2694460088371	159.77412687718567	105.00619163320194	0	0	563.6988798119086	0	0	0	0	0	0	0	0
BHE90_017653	0	0	59.729682629076414	0	35.002063877733974	0	0	0	0	0	0	0	0	0	0	0
BHE90_017654	0	0	59.729682629076414	0	17.501031938866987	0	0	0	0	0	0	0	0	0	0	0
BHE90_017656	58.53793441621029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_008722	58.53793441621029	0	0	79.88706343859283	35.002063877733974	0	0	0	0	0	0	0	0	0	0	0
BHE90_008723	58.53793441621029	0	119.45936525815283	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_008724	702.4552129945235	700.2600404539157	1284.188176525143	399.4353171929642	297.5175429607388	0	0	563.6988798119086	0	0	0	1980.5334477484478	0	0	0	804.1263622437307
BHE90_008725	87.80690162431544	0	209.05388920176745	0	35.002063877733974	848.8000490350489	0	0	0	0	0	0	0	0	0	0
BHE90_008727	702.4552129945235	732.09004229273	716.756191548917	359.49178547366773	402.52373459394073	0	0	0	0	0	94.3111165594499	0	1358.0800784560786	0	0	0
BHE90_008728	351.2276064972618	137.93000796819553	836.2155568070698	79.88706343859283	490.0288942882757	0	0	0	0	0	0	0	0	0	0	268.04212074791025
BHE90_008729	0	21.22000122587623	59.729682629076414	0	35.002063877733974	0	0	0	0	0	0	0	0	0	0	0
BHE90_008730	58.53793441621029	0	59.729682629076414	39.943531719296416	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_008733	0	42.44000245175246	29.864841314538207	0	0	0	0	0	0	0	0	0	0	0	0	89.34737358263675
BHE90_008738	0	0	59.729682629076414	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_008739	0	21.22000122587623	0	0	0	0	0	0	0	0	0	0	0	0	0	178.6947471652735
BHE90_008740	0	0	119.45936525815283	0	0	1697.6000980700978	0	0	0	0	188.6222331188998	0	0	0	0	625.4316150784572
BHE90_008743	0	0	0	0	35.002063877733974	1697.6000980700978	0	0	0	0	0	0	0	0	0	0
BHE90_008744	0	0	89.59452394361462	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_008745	468.3034753296823	466.8400269692771	836.2155568070698	319.54825375437133	630.0371497992116	3395.2001961401957	0	1127.3977596238171	0	0	0	0	0	0	0	357.389494330547
BHE90_008746	0	63.6600036776287	0	39.943531719296416	0	848.8000490350489	0	0	0	0	0	0	0	0	0	178.6947471652735
BHE90_008747	0	21.22000122587623	0	79.88706343859283	35.002063877733974	0	0	0	0	0	0	0	0	0	0	0
BHE90_008748	58.53793441621029	254.6400147105148	298.6484131453821	39.943531719296416	105.00619163320194	0	0	0	0	0	0	0	0	0	0	0
BHE90_017658	234.15173766484116	53.05000306469058	149.32420657269105	0	210.01238326640387	0	0	0	0	0	0	0	0	0	0	0
BHE90_017660	29.268967208105146	21.22000122587623	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_017661	146.34483604052573	74.2700042905668	59.729682629076414	79.88706343859283	175.01031938866987	0	0	0	0	0	0	0	0	0	0	0
BHE90_008751	351.2276064972618	190.9800110328861	776.4858741779934	179.74589273683387	140.0082555109359	0	0	0	0	0	0	0	0	0	0	536.0842414958205
BHE90_008752	0	21.22000122587623	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_008755	58.53793441621029	21.22000122587623	0	319.54825375437133	70.00412775546795	0	0	0	0	0	0	0	0	0	0	178.6947471652735
BHE90_008757	0	84.88000490350493	59.729682629076414	39.943531719296416	105.00619163320194	0	0	0	0	0	0	0	0	0	0	0
BHE90_008759	117.07586883242058	148.5400085811336	179.18904788722924	199.7176585964821	35.002063877733974	0	1127.3977596238171	0	0	0	0	565.8666993566993	339.52001961401965	0	0	178.6947471652735
BHE90_008766	58.53793441621029	106.10000612938116	477.8374610326113	119.83059515788925	140.0082555109359	0	0	0	0	0	0	0	0	0	0	0
BHE90_008767	0	106.10000612938116	477.8374610326113	39.943531719296416	35.002063877733974	0	0	563.6988798119086	0	0	0	0	0	0	0	0
BHE90_008768	117.07586883242058	31.83000183881435	0	19.971765859648208	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_008770	117.07586883242058	42.44000245175246	0	119.83059515788925	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_008776	58.53793441621029	21.22000122587623	0	0	0	0	0	0	0	0	0	0	0	0	0	268.04212074791025
BHE90_008779	0	0	59.729682629076414	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_008780	0	21.22000122587623	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_008781	0	0	0	0	35.002063877733974	0	0	0	0	0	0	0	0	0	0	0
BHE90_008786	117.07586883242058	21.22000122587623	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_008787	292.68967208105147	180.370010419948	179.18904788722924	159.77412687718567	140.0082555109359	0	563.6988798119086	0	0	0	0	0	0	0	0	0
BHE90_008788	0	0	59.729682629076414	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_017664	117.07586883242058	201.59001164582423	537.5671436616877	39.943531719296416	105.00619163320194	848.8000490350489	0	0	0	0	0	0	0	0	0	0
BHE90_008808	58.53793441621029	42.44000245175246	179.18904788722924	59.915297578944624	35.002063877733974	0	0	0	0	0	0	0	0	0	0	0
BHE90_008815	117.07586883242058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_017672	0	0	59.729682629076414	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_017674	58.53793441621029	31.83000183881435	119.45936525815283	79.88706343859283	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_008825	292.68967208105147	360.740020839896	716.756191548917	319.54825375437133	280.0165110218718	0	0	1691.096639435726	0	0	0	565.8666993566993	0	0	0	0
BHE90_008826	292.68967208105147	350.13002022695787	358.3780957744585	139.80236101753746	210.01238326640387	0	0	0	0	0	188.6222331188998	848.8000490350489	0	0	0	357.389494330547
BHE90_008827	351.2276064972618	53.05000306469058	179.18904788722924	39.943531719296416	70.00412775546795	0	0	0	0	0	0	0	0	0	0	0
BHE90_008828	585.3793441621029	307.6900177752054	1075.1342873233755	79.88706343859283	192.5113513275369	848.8000490350489	0	281.8494399059543	0	0	188.6222331188998	565.8666993566993	339.52001961401965	0	0	1161.5158565742777
BHE90_008829	204.88277045673604	63.6600036776287	179.18904788722924	79.88706343859283	35.002063877733974	0	0	0	0	0	0	0	0	0	0	0
BHE90_008830	292.68967208105147	275.86001593639105	59.729682629076414	79.88706343859283	105.00619163320194	0	0	563.6988798119086	0	0	0	141.46667483917483	0	0	0	0
BHE90_008831	1756.1380324863087	1347.4700778431406	1552.9717483559868	918.7012295438176	682.5402456158125	0	0	1691.096639435726	0	644.22729121361	0	0	0	0	0	89.34737358263675
BHE90_008832	731.7241802026286	413.7900239045865	447.97261971807313	359.49178547366773	210.01238326640387	0	0	563.6988798119086	0	0	0	282.93334967834966	0	0	0	178.6947471652735
BHE90_008833	58.53793441621029	180.370010419948	59.729682629076414	199.7176585964821	210.01238326640387	0	0	0	0	0	0	0	0	0	0	0
BHE90_008834	58.53793441621029	84.88000490350493	179.18904788722924	79.88706343859283	17.501031938866987	0	0	0	0	0	0	0	0	0	0	178.6947471652735
BHE90_008836	234.15173766484116	710.8700410668538	776.4858741779934	279.60472203507493	630.0371497992116	11034.400637455637	0	1127.3977596238171	0	0	377.2444662377996	2122.0001225876226	0	0	0	536.0842414958205
BHE90_008837	0	42.44000245175246	0	0	0	1697.6000980700978	0	0	0	0	0	0	0	0	0	178.6947471652735
BHE90_008838	29.268967208105146	21.22000122587623	119.45936525815283	39.943531719296416	105.00619163320194	0	0	0	0	0	0	0	0	0	0	0
BHE90_008839	380.4965737053669	381.9600220657722	1552.9717483559868	39.943531719296416	105.00619163320194	2122.0001225876226	0	563.6988798119086	0	0	0	848.8000490350489	0	0	0	2054.989592400645
BHE90_008840	321.9586392891566	190.9800110328861	268.78357183084387	179.74589273683387	105.00619163320194	0	0	0	0	0	0	0	0	0	0	446.73686791318374
BHE90_008841	175.6138032486309	137.93000796819553	298.6484131453821	159.77412687718567	87.50515969433494	0	0	0	0	644.22729121361	0	0	0	0	0	0
BHE90_008842	409.7655409134721	339.5200196140197	1254.3233352106047	79.88706343859283	105.00619163320194	0	0	563.6988798119086	0	0	188.6222331188998	0	0	0	0	536.0842414958205
BHE90_008843	0	0	0	0	35.002063877733974	0	0	0	0	0	0	0	0	0	0	0
BHE90_008844	0	42.44000245175246	179.18904788722924	119.83059515788925	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_008845	4156.193343550931	2238.710129329943	358.3780957744585	399.4353171929642	1085.0639802097533	0	0	0	0	0	0	0	0	0	0	357.389494330547
BHE90_008846	3717.1588354293535	4265.2202464011225	6182.022152109409	2975.793113087583	3202.6888448126592	9761.200563903063	0	4791.440478401223	0	322.113645606805	0	0	2037.120117684118	0	0	1965.6422188180086
BHE90_008847	234.15173766484116	244.0300140975767	537.5671436616877	179.74589273683387	105.00619163320194	0	563.6988798119086	0	0	0	0	0	679.0400392280393	0	0	0
BHE90_008848	380.4965737053669	816.970047196235	746.6210328634552	439.3788489122606	560.0330220437436	0	0	0	0	0	0	0	0	0	0	0
BHE90_008849	790.262114618839	636.600036776287	1134.863969952452	599.1529757894463	315.0185748996058	0	0	1127.3977596238171	0	322.113645606805	0	0	0	0	0	178.6947471652735
BHE90_008850	175.6138032486309	254.6400147105148	119.45936525815283	359.49178547366773	105.00619163320194	0	0	0	0	0	0	0	0	0	0	0
BHE90_008851	0	63.6600036776287	298.6484131453821	59.915297578944624	35.002063877733974	0	0	0	0	0	0	0	0	0	0	178.6947471652735
BHE90_017676	292.68967208105147	137.93000796819553	328.51325445992023	279.60472203507493	315.0185748996058	0	0	281.8494399059543	0	0	0	0	0	0	0	178.6947471652735
BHE90_008852	556.1103769539978	254.6400147105148	447.97261971807313	199.7176585964821	105.00619163320194	0	0	0	0	0	0	0	0	0	0	0
BHE90_008854	1082.9517866998906	721.480041679792	1582.8365896705252	399.4353171929642	875.0515969433494	0	0	1691.096639435726	0	0	0	282.93334967834966	0	0	0	893.4737358263675
BHE90_008855	1434.1793931971522	1039.7800600679354	418.1077784035349	619.1247416490944	175.01031938866987	1273.2000735525735	563.6988798119086	0	0	0	0	282.93334967834966	0	0	0	1072.168482991641
BHE90_008856	526.8414097458926	456.230026356339	627.1616676053023	299.57648789472313	490.0288942882757	0	0	563.6988798119086	0	0	0	0	0	0	0	536.0842414958205
BHE90_008857	117.07586883242058	148.5400085811336	238.91873051630566	19.971765859648208	227.51341520527086	0	0	0	0	0	0	0	0	0	0	357.389494330547
BHE90_008859	234.15173766484116	572.9400330986583	119.45936525815283	119.83059515788925	70.00412775546795	0	0	0	0	0	0	0	0	0	0	0
BHE90_008860	117.07586883242058	21.22000122587623	119.45936525815283	0	35.002063877733974	0	0	0	622.0125570338301	0	0	0	0	0	0	0
BHE90_008861	58.53793441621029	63.6600036776287	59.729682629076414	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_008862	234.15173766484116	190.9800110328861	836.2155568070698	119.83059515788925	210.01238326640387	0	0	563.6988798119086	0	0	0	0	0	0	0	0
BHE90_008863	760.9931474107339	498.67002880809144	418.1077784035349	39.943531719296416	315.0185748996058	0	0	0	0	0	0	0	0	0	0	0
BHE90_008864	204.88277045673604	159.15000919407174	238.91873051630566	179.74589273683387	297.5175429607388	0	0	0	0	644.22729121361	0	0	0	0	0	178.6947471652735
BHE90_008865	3863.5036714698795	2557.010147718086	6570.265089198405	1358.0800784560781	3097.6826531794572	1697.6000980700978	0	1691.096639435726	0	644.22729121361	94.3111165594499	0	679.0400392280393	0	0	1072.168482991641
BHE90_008866	1112.2207539079957	795.7500459703588	1075.1342873233755	199.7176585964821	770.0454053101475	0	563.6988798119086	0	0	1288.45458242722	0	282.93334967834966	0	0	0	714.778988661094
BHE90_008867	0	84.88000490350493	477.8374610326113	79.88706343859283	175.01031938866987	0	0	0	0	0	0	0	0	0	0	0
BHE90_008868	409.7655409134721	435.01002513046274	746.6210328634552	219.6894244561303	297.5175429607388	848.8000490350489	0	563.6988798119086	0	644.22729121361	0	1131.7333987133986	0	0	0	357.389494330547
BHE90_008869	58.53793441621029	21.22000122587623	119.45936525815283	39.943531719296416	70.00412775546795	424.40002451752446	0	0	0	0	0	0	0	0	0	0
BHE90_008870	848.8000490350493	594.1600343245344	1015.4046046942991	599.1529757894463	35.002063877733974	2546.400147105147	0	0	0	0	0	282.93334967834966	0	0	0	89.34737358263675
BHE90_008871	643.9172785783132	148.5400085811336	477.8374610326113	39.943531719296416	105.00619163320194	0	0	0	0	0	0	141.46667483917483	0	0	0	178.6947471652735
BHE90_008872	0	42.44000245175246	119.45936525815283	0	0	0	563.6988798119086	0	0	0	0	565.8666993566993	0	0	0	268.04212074791025
BHE90_008873	292.68967208105147	42.44000245175246	238.91873051630566	0	0	0	0	0	0	0	0	0	0	0	0	178.6947471652735
BHE90_008874	731.7241802026286	488.0600281951534	328.51325445992023	99.85882929824105	70.00412775546795	0	0	0	0	0	0	0	0	1127.3977596238174	0	0
BHE90_008875	0	21.22000122587623	59.729682629076414	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_008877	234.15173766484116	106.10000612938116	119.45936525815283	39.943531719296416	140.0082555109359	0	0	0	0	0	94.3111165594499	0	0	0	0	178.6947471652735
BHE90_008878	0	106.10000612938116	59.729682629076414	39.943531719296416	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_008879	0	74.2700042905668	0	79.88706343859283	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_008880	0	10.610000612938116	59.729682629076414	79.88706343859283	35.002063877733974	0	0	0	0	0	0	0	0	0	0	0
BHE90_008881	263.4207048729463	42.44000245175246	119.45936525815283	99.85882929824105	175.01031938866987	0	0	0	0	0	0	0	0	0	0	0
BHE90_008882	468.3034753296823	190.9800110328861	59.729682629076414	39.943531719296416	70.00412775546795	0	0	0	0	0	0	0	0	0	0	0
BHE90_008883	117.07586883242058	63.6600036776287	179.18904788722924	79.88706343859283	140.0082555109359	0	0	0	0	0	0	0	0	0	0	0
BHE90_008884	0	0	0	0	140.0082555109359	0	0	0	0	0	0	0	0	0	0	0
BHE90_008885	0	0	59.729682629076414	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_008886	175.6138032486309	63.6600036776287	149.32420657269105	0	70.00412775546795	0	0	563.6988798119086	0	0	0	0	0	0	0	0
BHE90_008887	0	63.6600036776287	238.91873051630566	19.971765859648208	35.002063877733974	0	0	0	0	0	0	0	0	0	0	178.6947471652735
BHE90_008888	117.07586883242058	63.6600036776287	59.729682629076414	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_008889	58.53793441621029	21.22000122587623	209.05388920176745	159.77412687718567	0	0	0	563.6988798119086	0	644.22729121361	0	0	0	0	0	89.34737358263675
BHE90_008892	29.268967208105146	42.44000245175246	179.18904788722924	39.943531719296416	0	0	0	0	0	0	282.9333496783497	0	0	0	0	178.6947471652735
BHE90_008894	234.15173766484116	254.6400147105148	806.3507154925315	199.7176585964821	420.02476653280775	2546.400147105147	0	0	0	0	0	0	0	0	0	0
BHE90_008895	58.53793441621029	95.49000551644305	119.45936525815283	59.915297578944624	35.002063877733974	424.40002451752446	0	0	0	0	0	0	0	0	0	0
BHE90_008896	439.0345081215772	180.370010419948	418.1077784035349	79.88706343859283	105.00619163320194	0	0	1127.3977596238171	0	0	0	0	0	0	0	0
BHE90_008897	234.15173766484116	148.5400085811336	298.6484131453821	39.943531719296416	70.00412775546795	0	0	0	0	0	0	0	0	0	0	0
BHE90_008898	204.88277045673604	63.6600036776287	0	0	35.002063877733974	0	0	1127.3977596238171	0	0	0	0	0	0	0	89.34737358263675
BHE90_008899	0	222.81001287170045	388.2429370889967	39.943531719296416	210.01238326640387	0	0	845.548319717863	0	0	0	0	0	0	0	0
BHE90_008900	1170.7586883242059	838.1900484221112	955.6749220652226	319.54825375437133	402.52373459394073	0	563.6988798119086	563.6988798119086	0	0	0	0	0	0	0	268.04212074791025
BHE90_008901	0	95.49000551644305	29.864841314538207	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_008902	0	137.93000796819553	0	39.943531719296416	35.002063877733974	0	0	0	0	0	0	0	0	0	0	178.6947471652735
BHE90_008903	234.15173766484116	127.3200073552574	238.91873051630566	0	122.50722357206892	848.8000490350489	0	1127.3977596238171	0	0	0	0	0	0	0	0
BHE90_008904	1053.6828194917853	1273.200073552574	1552.9717483559868	978.6165271227621	1155.0681079652213	424.40002451752446	0	1691.096639435726	311.0062785169151	644.22729121361	0	282.93334967834966	0	0	0	714.778988661094
BHE90_008905	175.6138032486309	137.93000796819553	627.1616676053023	39.943531719296416	140.0082555109359	0	0	563.6988798119086	0	0	0	0	0	0	0	0
BHE90_008906	263.4207048729463	233.42001348463856	567.431984976226	139.80236101753746	280.0165110218718	0	0	1691.096639435726	0	0	0	0	0	0	0	625.4316150784572
BHE90_008907	0	0	0	0	35.002063877733974	0	0	0	0	0	0	0	0	0	0	0
BHE90_008908	0	10.610000612938116	59.729682629076414	39.943531719296416	35.002063877733974	0	0	0	0	0	0	0	0	0	0	0
BHE90_008909	409.7655409134721	233.42001348463856	298.6484131453821	119.83059515788925	0	0	0	281.8494399059543	0	0	0	0	0	0	0	0
BHE90_008910	526.8414097458926	604.7700349374727	1015.4046046942991	439.3788489122606	490.0288942882757	0	0	0	0	0	0	0	0	0	0	0
BHE90_008911	175.6138032486309	244.0300140975767	59.729682629076414	159.77412687718567	87.50515969433494	0	0	0	0	0	0	0	0	0	0	178.6947471652735
BHE90_008912	819.5310818269442	328.9100190010816	627.1616676053023	499.2941464912052	507.52992622714265	2122.0001225876226	0	0	0	0	0	0	0	0	0	536.0842414958205
BHE90_008913	8722.152228015335	7999.94046215534	8182.966520183469	8647.774617227675	4200.247665328077	848.8000490350489	0	2818.494399059543	0	644.22729121361	754.4889324755992	1414.6667483917483	679.0400392280393	0	0	3841.9370640533803
BHE90_008914	58.53793441621029	212.2000122587623	179.18904788722924	79.88706343859283	35.002063877733974	0	0	0	0	0	0	0	0	0	0	0
BHE90_008915	526.8414097458926	254.6400147105148	477.8374610326113	119.83059515788925	227.51341520527086	0	0	563.6988798119086	0	0	0	0	0	0	0	268.04212074791025
